Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
01/25/2015 15:23,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, BOOKED",HARRISON ST / 20TH ST,-122.4125029,37.7590273
01/25/2015 15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,100 Block of GREEN ST,-122.4017108,37.80036704
01/25/2015 15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,NORTHERN,NONE,800 Block of OFARRELL ST,-122.4187513,37.785116
01/25/2015 15:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,0 Block of 3RD ST,-122.4023317,37.78641058
01/25/2015 15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,BAY ST / OCTAVIA ST,-122.4300484,37.80351606
01/25/2015 15:00,OTHER OFFENSES,FALSE PERSONATION,Sunday,INGLESIDE,NONE,300 Block of SURREY ST,-122.4369336,37.73585406
01/25/2015 15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TARAVAL,NONE,26TH AV / VICENTE ST,-122.4829318,37.73899173
01/25/2015 14:55,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, BOOKED",16TH ST / MISSION ST,-122.4196718,37.76505012
01/25/2015 14:51,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,INGLESIDE,NONE,RAYMOND AV / ELLIOT ST,-122.4113158,37.71436775
01/25/2015 14:50,DISORDERLY CONDUCT,"DISTURBING THE PEACE, FIGHTING",Sunday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489714,37.73394977
01/25/2015 14:50,OTHER OFFENSES,RESISTING ARREST,Sunday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489714,37.73394977
01/25/2015 14:50,OTHER OFFENSES,FALSE PERSONATION,Sunday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489714,37.73394977
01/25/2015 14:42,NON-CRIMINAL,FOUND PROPERTY,Sunday,CENTRAL,NONE,700 Block of MONTGOMERY ST,-122.4034769,37.79597442
01/25/2015 14:41,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,MISSION,NONE,2700 Block of HARRISON ST,-122.4119031,37.7534181
01/25/2015 14:41,ASSAULT,THREATS AGAINST LIFE,Sunday,MISSION,NONE,2700 Block of HARRISON ST,-122.4119031,37.7534181
01/25/2015 14:41,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Sunday,MISSION,NONE,2700 Block of HARRISON ST,-122.4119031,37.7534181
01/25/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,RICHMOND,NONE,FULTON ST / 48TH AV,-122.5088215,37.77144278
01/25/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,900 Block of MISSION ST,-122.4080525,37.78156683
01/25/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.4125153,37.78047775
01/25/2015 14:18,ASSAULT,BATTERY,Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of GOLDEN GATE AV,-122.4112686,37.78225009
01/25/2015 14:18,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,TENDERLOIN,"ARREST, BOOKED",0 Block of GOLDEN GATE AV,-122.4112686,37.78225009
01/25/2015 14:10,TRESPASS,TRESPASSING,Sunday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.4137984,37.78562979
01/25/2015 14:10,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.4350413,37.72425605
01/25/2015 14:10,WARRANTS,WARRANT ARREST,Sunday,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.4350413,37.72425605
01/25/2015 14:10,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,TENDERLOIN,"ARREST, BOOKED",500 Block of OFARRELL ST,-122.4137984,37.78562979
01/25/2015 14:10,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Sunday,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.4350413,37.72425605
01/25/2015 14:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,SOUTHERN,NONE,100 Block of KING ST,-122.3908586,37.77909636
01/25/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,SOUTHERN,NONE,100 Block of KING ST,-122.3908586,37.77909636
01/25/2015 14:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,600 Block of MARKET ST,-122.4030709,37.78778674
01/25/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,0 Block of DRUMM ST,-122.3964219,37.79414474
01/25/2015 14:00,ASSAULT,BATTERY,Sunday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.4136313,37.78480537
01/25/2015 14:00,MISSING PERSON,MISSING ADULT,Sunday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129695,37.78394074
01/25/2015 14:00,MISSING PERSON,FOUND PERSON,Sunday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129695,37.78394074
01/25/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,CHESTNUT ST / PIERCE ST,-122.4395049,37.80040249
01/25/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,BATTERY ST / WASHINGTON ST,-122.4004881,37.79587632
01/25/2015 14:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,MISSION,NONE,1600 Block of BRYANT ST,-122.4106161,37.76623807
01/25/2015 14:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,CENTRAL,NONE,BATTERY ST / VALLEJO ST,-122.4012429,37.79953126
01/25/2015 13:51,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Sunday,SOUTHERN,NONE,1500 Block of MARKET ST,-122.4196667,37.77468233
01/25/2015 13:45,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,CENTRAL,"ARREST, BOOKED",0 Block of GLOVER ST,-122.416118,37.79712466
01/25/2015 13:45,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,CENTRAL,"ARREST, BOOKED",0 Block of GLOVER ST,-122.416118,37.79712466
01/25/2015 13:45,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Sunday,CENTRAL,"ARREST, BOOKED",0 Block of GLOVER ST,-122.416118,37.79712466
01/25/2015 13:35,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.4136093,37.78469691
01/25/2015 13:35,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,TENDERLOIN,NONE,400 Block of ELLIS ST,-122.4136093,37.78469691
01/25/2015 13:34,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1600 Block of GREENWICH ST,-122.4272274,37.80010601
01/25/2015 13:25,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Sunday,CENTRAL,"ARREST, BOOKED",JEFFERSON ST / POWELL ST,-122.4125272,37.80862506
01/25/2015 13:25,NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE,THE EMBARCADERONORTH ST / BEACH ST,-122.4090552,37.80810996
01/25/2015 13:15,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,RICHMOND,NONE,48TH AV / GEARY BL,-122.5093676,37.77896292
01/25/2015 13:15,NON-CRIMINAL,LOST PROPERTY,Sunday,RICHMOND,NONE,3700 Block of GEARY BL,-122.4594517,37.78136261
01/25/2015 13:14,OTHER OFFENSES,PROBATION VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 8TH ST,-122.4131609,37.77745666
01/25/2015 13:14,VANDALISM,"MALICIOUS MISCHIEF, STREET CARS/BUSES",Sunday,SOUTHERN,"ARREST, BOOKED",MISSION ST / 8TH ST,-122.4131609,37.77745666
01/25/2015 13:10,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, BOOKED",300 Block of 4TH ST,-122.3998338,37.78104322
01/25/2015 13:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,700 Block of HOWARD ST,-122.4016587,37.78416669
01/25/2015 13:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,BAYVIEW,NONE,1600 Block of NEWCOMB AV,-122.3910896,37.7359045
01/25/2015 13:00,ASSAULT,THREATS AGAINST LIFE,Sunday,CENTRAL,NONE,2800 Block of LEAVENWORTH ST,-122.4189303,37.80735025
01/25/2015 13:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,CENTRAL,NONE,2800 Block of LEAVENWORTH ST,-122.4189303,37.80735025
01/25/2015 13:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,PARK,NONE,PAGE ST / SHRADER ST,-122.4520559,37.77031154
01/25/2015 13:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,PARK,NONE,0 Block of ANZAVISTA AV,-122.4422046,37.77981627
01/25/2015 13:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,PARK,NONE,1300 Block of OAK ST,-122.4415614,37.77255236
01/25/2015 13:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,GREENWICH ST / SANSOME ST,-122.4031622,37.80309873
01/25/2015 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE,SLOAT BL / SKYLINEBLVD HY,-122.4966346,37.73376906
01/25/2015 12:30,VEHICLE THEFT,STOLEN TRUCK,Sunday,TARAVAL,NONE,200 Block of MINERVA ST,-122.4608963,37.71580152
01/25/2015 12:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,INGLESIDE,NONE,GENEVA AV / SAN JOSE AV,-122.4466072,37.72072313
01/25/2015 12:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,MISSION,NONE,16TH ST / DOLORES ST,-122.4263845,37.76464394
01/25/2015 12:30,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,TARAVAL,NONE,1300 Block of 30TH AV,-122.4887741,37.76209716
01/25/2015 12:25,TRESPASS,TRESPASSING,Sunday,TARAVAL,"ARREST, BOOKED",100 Block of WESTPORTAL AV,-122.4681175,37.73890001
01/25/2015 12:16,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1700 Block of VANNESS AV,-122.4224355,37.7917626
01/25/2015 12:00,NON-CRIMINAL,SHELTER,Sunday,RICHMOND,NONE,3700 Block of CALIFORNIA ST,-122.4554684,37.78621097
01/25/2015 12:00,NON-CRIMINAL,AIDED CASE,Sunday,RICHMOND,NONE,3700 Block of CALIFORNIA ST,-122.4554684,37.78621097
01/25/2015 12:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,NONE,4500 Block of CABRILLO ST,-122.507361,37.77332724
01/25/2015 12:00,OTHER OFFENSES,FALSE PERSONATION,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/25/2015 12:00,OTHER OFFENSES,FALSE PERSONATION AND CHEAT CRIMES (GENERAL),Sunday,TARAVAL,NONE,200 Block of RALSTON ST,-122.4688611,37.71701396
01/25/2015 11:50,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,BAY SHORE BL / BACON ST,-122.4022101,37.72810422
01/25/2015 11:40,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,BAYVIEW,"ARREST, BOOKED",1200 Block of 25TH ST,-122.3911733,37.75257832
01/25/2015 11:40,OTHER OFFENSES,RESISTING ARREST,Sunday,BAYVIEW,"ARREST, BOOKED",1200 Block of 25TH ST,-122.3911733,37.75257832
01/25/2015 11:35,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TENDERLOIN,NONE,POWELL ST / OFARRELL ST,-122.4080405,37.7864094
01/25/2015 11:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.4142634,37.80319187
01/25/2015 11:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/25/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,BAYVIEW,NONE,ILLINOIS ST / CHINABASIN ST,-122.3879212,37.76437903
01/25/2015 11:00,FRAUD,DEFRAUDING AN INNKEEPER,Sunday,CENTRAL,"ARREST, BOOKED",100 Block of JEFFERSON ST,-122.4149883,37.80826133
01/25/2015 11:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,CENTRAL,NONE,FRONT ST / SACRAMENTO ST,-122.3989727,37.79428282
01/25/2015 11:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE,800 Block of BROADWAY ST,-122.4110323,37.79708302
01/25/2015 11:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Sunday,CENTRAL,NONE,0 Block of JEFFERSON ST,-122.4133492,37.80846674
01/25/2015 10:59,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,SOUTHERN,"ARREST, BOOKED",5TH ST / MISSION ST,-122.406482,37.78273179
01/25/2015 10:59,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,SOUTHERN,"ARREST, BOOKED",5TH ST / MISSION ST,-122.406482,37.78273179
01/25/2015 10:59,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,SOUTHERN,"ARREST, BOOKED",5TH ST / MISSION ST,-122.406482,37.78273179
01/25/2015 10:50,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,NORTHERN,NONE,0 Block of HAIGHT ST,-122.4230232,37.77310646
01/25/2015 10:30,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE,900 Block of COLUMBUS AV,-122.4142634,37.80319187
01/25/2015 10:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,NORTHPOINT ST / GRANT AV,-122.4088993,37.80716206
01/25/2015 10:30,NON-CRIMINAL,FOUND PROPERTY,Sunday,CENTRAL,NONE,NORTHPOINT ST / GRANT AV,-122.4088993,37.80716206
01/25/2015 10:30,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Sunday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
01/25/2015 10:25,MISSING PERSON,MISSING ADULT,Sunday,BAYVIEW,NONE,300 Block of UNIVERSITY ST,-122.4138302,37.72575458
01/25/2015 10:25,MISSING PERSON,FOUND PERSON,Sunday,BAYVIEW,NONE,300 Block of UNIVERSITY ST,-122.4138302,37.72575458
01/25/2015 10:15,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Sunday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
01/25/2015 10:00,NON-CRIMINAL,LOST PROPERTY,Sunday,PARK,NONE,0 Block of PARNASSUS AV,-122.4491365,37.76500285
01/25/2015 10:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,NONE,SANSOME ST / UNION ST,-122.4027926,37.8012423
01/25/2015 10:00,MISSING PERSON,MISSING ADULT,Sunday,SOUTHERN,NONE,0 Block of DORE ST,-122.413046,37.77386178
01/25/2015 9:45,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Sunday,BAYVIEW,NONE,1400 Block of HUDSON AV,-122.3851351,37.7383339
01/25/2015 9:45,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,BAYVIEW,NONE,1600 Block of JERROLD AV,-122.3903482,37.73926354
01/25/2015 9:42,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TENDERLOIN,NONE,200 Block of MCALLISTER ST,-122.4157546,37.78071918
01/25/2015 9:30,NON-CRIMINAL,FOUND PROPERTY,Sunday,MISSION,NONE,2500 Block of 25TH ST,-122.4037685,37.75181825
01/25/2015 9:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.4312069,37.78456812
01/25/2015 9:20,MISSING PERSON,MISSING ADULT,Sunday,MISSION,NONE,800 Block of CAPP ST,-122.4174994,37.75308467
01/25/2015 9:15,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Sunday,TARAVAL,NONE,2300 Block of 24TH AV,-122.4811832,37.74372682
01/25/2015 9:11,NON-CRIMINAL,FOUND PROPERTY,Sunday,RICHMOND,NONE,100 Block of FUNSTON AV,-122.4720483,37.78539022
01/25/2015 9:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Sunday,PARK,NONE,4100 Block of 17TH ST,-122.4379057,37.76237631
01/25/2015 8:55,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,MISSION,NONE,1200 Block of VERMONT ST,-122.4033942,37.75380787
01/25/2015 8:50,NON-CRIMINAL,FOUND PROPERTY,Sunday,TARAVAL,NONE,25TH AV / IRVING ST,-122.4835524,37.76327821
01/25/2015 8:36,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,CENTRAL,NONE,900 Block of BUSH ST,-122.412929,37.78968683
01/25/2015 8:31,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,NORTHERN,"ARREST, BOOKED",CHURCH ST / 14TH ST,-122.42895,37.76750273
01/25/2015 8:31,WARRANTS,WARRANT ARREST,Sunday,NORTHERN,"ARREST, BOOKED",CHURCH ST / 14TH ST,-122.42895,37.76750273
01/25/2015 8:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,INGLESIDE,NONE,3900 Block of MISSION ST,-122.4263531,37.73384679
01/25/2015 8:05,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,MISSION,"ARREST, BOOKED",POTRERO AV / 24TH ST,-122.4063384,37.75300429
01/25/2015 8:03,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.4188102,37.7741251
01/25/2015 8:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,SOUTHERN,NONE,700 Block of NATOMA ST,-122.4129044,37.77599818
01/25/2015 8:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,BAYVIEW,NONE,300 Block of BACON ST,-122.4061069,37.72703631
01/25/2015 8:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,CENTRAL,NONE,600 Block of POST ST,-122.4120105,37.78777702
01/25/2015 8:00,NON-CRIMINAL,COURTESY REPORT,Sunday,NORTHERN,NONE,1700 Block of OFARRELL ST,-122.4335331,37.78313157
01/25/2015 8:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,SOUTHERN,NONE,CLARA ST / 4TH ST,-122.4001546,37.78121876
01/25/2015 8:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Sunday,PARK,NONE,700 Block of PANORAMA DR,-122.4540905,37.75341234
01/25/2015 8:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,SOUTHERN,NONE,MCCOPPIN ST / STEVENSON ST,-122.4217489,37.77164185
01/25/2015 8:00,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Sunday,NORTHERN,NONE,1700 Block of OFARRELL ST,-122.4335331,37.78313157
01/25/2015 8:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,CENTRAL,NONE,900 Block of CLAY ST,-122.4083228,37.79406256
01/25/2015 8:00,NON-CRIMINAL,AIDED CASE,Sunday,NORTHERN,NONE,1700 Block of OFARRELL ST,-122.4335331,37.78313157
01/25/2015 7:54,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,PARK,"ARREST, CITED",MASONIC AV / FELL ST,-122.4459043,37.77299537
01/25/2015 7:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,0 Block of 5TH ST,-122.4073827,37.78337164
01/25/2015 7:15,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/25/2015 7:15,ASSAULT,BATTERY,Sunday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/25/2015 7:10,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,CENTRAL,NONE,1100 Block of BUSH ST,-122.4161992,37.78915877
01/25/2015 7:01,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,SOUTHERN,NONE,0 Block of 10TH ST,-122.4172576,37.77626951
01/25/2015 7:00,TRESPASS,TRESPASSING,Sunday,CENTRAL,"ARREST, BOOKED",300 Block of POWELL ST,-122.4083843,37.78782711
01/25/2015 6:30,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Sunday,BAYVIEW,NONE,200 Block of TUNNEL AV,-122.400861,37.71151194
01/25/2015 6:00,OTHER OFFENSES,PROBATION VIOLATION,Sunday,NORTHERN,"ARREST, BOOKED",STEINER ST / WALLER ST,-122.4319052,37.77096491
01/25/2015 6:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,NORTHERN,"ARREST, BOOKED",STEINER ST / WALLER ST,-122.4319052,37.77096491
01/25/2015 6:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,RICHMOND,NONE,PRESIDIO AV / CALIFORNIA ST,-122.4467938,37.78726197
01/25/2015 5:45,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,RICHMOND,NONE,PARKPRESIDIO BL / GEARY BL,-122.4723114,37.78065451
01/25/2015 5:40,ASSAULT,CHILD ABUSE (PHYSICAL),Sunday,INGLESIDE,"ARREST, BOOKED",300 Block of VIENNA ST,-122.4286136,37.7227654
01/25/2015 5:40,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,INGLESIDE,"ARREST, BOOKED",300 Block of VIENNA ST,-122.4286136,37.7227654
01/25/2015 5:30,WEAPON LAWS,POSS OF PROHIBITED WEAPON,Sunday,INGLESIDE,"ARREST, BOOKED",1500 Block of CHURCH ST,-122.4267877,37.74570238
01/25/2015 5:30,WARRANTS,WARRANT ARREST,Sunday,INGLESIDE,"ARREST, BOOKED",1500 Block of CHURCH ST,-122.4267877,37.74570238
01/25/2015 5:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,4TH ST / HARRISON ST,-122.3996176,37.78079066
01/25/2015 5:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,MISSION,NONE,800 Block of VALENCIA ST,-122.421243,37.75892322
01/25/2015 4:50,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,SOUTHERN,"ARREST, BOOKED",FOLSOM ST / 6TH ST,-122.405619,37.77850452
01/25/2015 4:30,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,INGLESIDE,NONE,0 Block of 30TH ST,-122.4226345,37.74227943
01/25/2015 4:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,HOLYOKE ST / BURROWS ST,-122.4090366,37.72754331
01/25/2015 4:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302
01/25/2015 4:00,WARRANTS,WARRANT ARREST,Sunday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.4132375,37.78284302
01/25/2015 3:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,600 Block of BROADWAY ST,-122.4078224,37.79766877
01/25/2015 3:20,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,SOUTHERN,NONE,100 Block of 8TH ST,-122.4129362,37.77720315
01/25/2015 3:15,ROBBERY,CARJACKING WITH BODILY FORCE,Sunday,BAYVIEW,NONE,3700 Block of 3RD ST,-122.3878473,37.74312273
01/25/2015 3:15,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,3700 Block of 3RD ST,-122.3878473,37.74312273
01/25/2015 3:09,ASSAULT,BATTERY,Sunday,SOUTHERN,NONE,0 Block of 12TH ST,-122.4200014,37.77409486
01/25/2015 2:55,SUICIDE,ATTEMPTED SUICIDE BY LACERATION,Sunday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4095043,37.78152627
01/25/2015 2:55,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4095043,37.78152627
01/25/2015 2:40,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,PARK,NONE,500 Block of PARNASSUS AV,-122.4582208,37.7633124
01/25/2015 2:36,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,SOUTHERN,EXCEPTIONAL CLEARANCE,800 Block of MISSION ST,-122.404517,37.78420374
01/25/2015 2:36,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Sunday,INGLESIDE,NONE,5100 Block of MISSION ST,-122.441352,37.71612709
01/25/2015 2:36,ASSAULT,BATTERY WITH SERIOUS INJURIES,Sunday,INGLESIDE,NONE,5100 Block of MISSION ST,-122.441352,37.71612709
01/25/2015 2:36,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,INGLESIDE,NONE,5100 Block of MISSION ST,-122.441352,37.71612709
01/25/2015 2:30,NON-CRIMINAL,COURTESY REPORT,Sunday,NORTHERN,NONE,STEINER ST / OFARRELL ST,-122.4343525,37.78308266
01/25/2015 2:30,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,RICHMOND,"ARREST, BOOKED",FULTON ST / 16TH AV,-122.4745517,37.77301071
01/25/2015 2:30,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,BAYVIEW,"ARREST, BOOKED",200 Block of WAYLAND ST,-122.4046245,37.72609403
01/25/2015 2:30,OTHER OFFENSES,PROBATION VIOLATION,Sunday,BAYVIEW,"ARREST, BOOKED",200 Block of WAYLAND ST,-122.4046245,37.72609403
